pnr_synth,age,civilstatus,track,benefit_gross_dkk,net_annual_cost_dkk,fp_responsive,res_years_left,years_to_folkepension,npv_saving_dkk
SYN42000765,18,enlig,foertidspension,245000,151900,0,0,52,-10000
SYN42000766,21,samlevende,foertidspension,208000,128960,0,0,49,-10000
SYN42000767,18,enlig,ressourceforloeb,145000,101500,1,4,52,412426
SYN42000768,20,samlevende,foertidspension,208000,128960,1,0,50,274015
SYN42000769,27,samlevende,foertidspension,208000,128960,1,0,43,59241
SYN42000770,22,samlevende,foertidspension,208000,128960,1,0,48,244645
SYN42000771,26,samlevende,foertidspension,208000,128960,1,0,44,286457
SYN42000772,26,samlevende,foertidspension,208000,128960,1,0,44,108829
SYN42000773,29,samlevende,foertidspension,208000,128960,1,0,41,122197
SYN42000774,18,samlevende,foertidspension,208000,128960,0,0,52,-10000
SYN42000775,29,enlig,ressourceforloeb,145000,101500,1,1,41,434650
SYN42000776,27,samlevende,foertidspension,208000,128960,1,0,43,62072
SYN42000777,21,enlig,ressourceforloeb,145000,101500,1,5,49,141902
SYN42000778,28,samlevende,foertidspension,208000,128960,0,0,42,-10000
SYN42000779,29,samlevende,foertidspension,208000,128960,1,0,41,128854
SYN42000780,22,enlig,ressourceforloeb,145000,101500,1,3,48,241055
SYN42000781,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42000782,25,enlig,foertidspension,245000,151900,1,0,45,354866
SYN42000783,27,samlevende,ressourceforloeb,110000,77000,0,4,43,48853
SYN42000784,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42000785,24,enlig,foertidspension,245000,151900,0,0,46,-10000
SYN42000786,29,samlevende,foertidspension,208000,128960,1,0,41,359441
SYN42000787,23,samlevende,ressourceforloeb,110000,77000,1,1,47,68772
SYN42000788,29,enlig,ressourceforloeb,145000,101500,0,2,41,148329
SYN42000789,27,enlig,foertidspension,245000,151900,1,0,43,310874
SYN42000790,22,samlevende,ressourceforloeb,110000,77000,0,1,48,149641
SYN42000791,24,samlevende,ressourceforloeb,110000,77000,0,4,46,189139
SYN42000792,23,samlevende,ressourceforloeb,110000,77000,1,3,47,136181
SYN42000793,19,enlig,ressourceforloeb,145000,101500,1,4,51,263481
SYN42000794,18,enlig,foertidspension,245000,151900,1,0,52,252986
SYN42000795,23,enlig,foertidspension,245000,151900,1,0,47,380189
SYN42000796,18,samlevende,foertidspension,208000,128960,1,0,52,326014
SYN42000797,21,enlig,foertidspension,245000,151900,0,0,49,-10000
SYN42000798,28,enlig,ressourceforloeb,145000,101500,0,3,42,-5624
SYN42000799,28,samlevende,ressourceforloeb,110000,77000,0,5,42,62087
SYN42000800,28,samlevende,ressourceforloeb,110000,77000,1,5,42,95623
SYN42000801,23,samlevende,ressourceforloeb,110000,77000,1,1,47,148714
SYN42000802,29,enlig,ressourceforloeb,145000,101500,1,2,41,133298
SYN42000803,26,enlig,ressourceforloeb,145000,101500,0,2,44,-231381
SYN42000804,20,enlig,ressourceforloeb,145000,101500,0,1,50,200554
SYN42000805,20,enlig,ressourceforloeb,145000,101500,1,1,50,183362
SYN42000806,28,enlig,foertidspension,245000,151900,1,0,42,76671
SYN42000807,21,enlig,foertidspension,245000,151900,0,0,49,-10000
SYN42000808,25,samlevende,foertidspension,208000,128960,0,0,45,-10000
SYN42000809,30,samlevende,foertidspension,208000,128960,0,0,40,-10000
SYN42000810,18,samlevende,foertidspension,208000,128960,0,0,52,-10000
SYN42000811,18,enlig,ressourceforloeb,145000,101500,0,4,52,264666
SYN42000812,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42000813,26,enlig,ressourceforloeb,145000,101500,1,5,44,99879
SYN42000814,20,enlig,ressourceforloeb,145000,101500,0,1,50,-8876
SYN42000815,30,enlig,ressourceforloeb,145000,101500,0,2,40,-121321
SYN42000816,29,enlig,ressourceforloeb,145000,101500,0,3,41,386099
SYN42000817,26,samlevende,ressourceforloeb,110000,77000,1,4,44,188454
SYN42000818,27,enlig,foertidspension,245000,151900,0,0,43,-10000
SYN42000819,22,samlevende,foertidspension,208000,128960,0,0,48,-10000
SYN42000820,19,enlig,foertidspension,245000,151900,0,0,51,-10000
SYN42000821,26,enlig,foertidspension,245000,151900,1,0,44,133648
SYN42000822,23,enlig,foertidspension,245000,151900,1,0,47,200027
SYN42000823,27,enlig,ressourceforloeb,145000,101500,0,4,43,266492
SYN42000824,29,enlig,foertidspension,245000,151900,0,0,41,-10000
SYN42000825,18,samlevende,foertidspension,208000,128960,0,0,52,-10000
SYN42000826,26,enlig,ressourceforloeb,145000,101500,1,3,44,293793
SYN42000827,22,enlig,ressourceforloeb,145000,101500,1,5,48,1556
SYN42000828,29,samlevende,foertidspension,208000,128960,0,0,41,-10000
SYN42000829,22,enlig,foertidspension,245000,151900,0,0,48,-10000
SYN42000830,27,samlevende,ressourceforloeb,110000,77000,1,5,43,123985
SYN42000831,26,enlig,foertidspension,245000,151900,1,0,44,182880
SYN42000832,24,samlevende,ressourceforloeb,110000,77000,0,1,46,259027
SYN42000833,27,enlig,ressourceforloeb,145000,101500,0,3,43,106667
SYN42000834,28,enlig,ressourceforloeb,145000,101500,0,2,42,50196
SYN42000835,26,samlevende,ressourceforloeb,110000,77000,1,2,44,214810
SYN42000836,28,samlevende,foertidspension,208000,128960,1,0,42,42783
SYN42000837,30,enlig,ressourceforloeb,145000,101500,1,5,40,303062
SYN42000838,24,samlevende,foertidspension,208000,128960,1,0,46,267391
SYN42000839,26,enlig,ressourceforloeb,145000,101500,0,4,44,63713
SYN42000840,18,enlig,foertidspension,245000,151900,0,0,52,-10000
SYN42000841,29,enlig,foertidspension,245000,151900,0,0,41,-10000
SYN42000842,26,samlevende,foertidspension,208000,128960,1,0,44,67312
SYN42000843,24,enlig,foertidspension,245000,151900,1,0,46,231073
SYN42000844,19,samlevende,foertidspension,208000,128960,0,0,51,-10000
SYN42000845,29,enlig,foertidspension,245000,151900,0,0,41,-10000
SYN42000846,24,samlevende,foertidspension,208000,128960,1,0,46,189841
SYN42000847,27,samlevende,foertidspension,208000,128960,1,0,43,174363
SYN42000848,20,enlig,ressourceforloeb,145000,101500,1,2,50,313115
SYN42000849,30,enlig,ressourceforloeb,145000,101500,0,1,40,123679
SYN42000850,21,enlig,ressourceforloeb,145000,101500,1,5,49,344895
SYN42000851,21,samlevende,ressourceforloeb,110000,77000,1,1,49,-2756
SYN42000852,29,enlig,ressourceforloeb,145000,101500,1,2,41,108029
SYN42000853,30,enlig,ressourceforloeb,145000,101500,1,1,40,176012
SYN42000854,21,enlig,foertidspension,245000,151900,1,0,49,251109
SYN42000855,25,samlevende,ressourceforloeb,110000,77000,1,2,45,171873
SYN42000856,28,enlig,foertidspension,245000,151900,1,0,42,295702
SYN42000857,29,enlig,ressourceforloeb,145000,101500,0,3,41,7711
SYN42000858,24,samlevende,foertidspension,208000,128960,0,0,46,-10000
SYN42000859,26,enlig,ressourceforloeb,145000,101500,1,1,44,13554
SYN42000860,28,samlevende,ressourceforloeb,110000,77000,1,5,42,195117
SYN42000861,28,enlig,ressourceforloeb,145000,101500,0,3,42,221436
SYN42000862,28,enlig,foertidspension,245000,151900,0,0,42,-10000
SYN42000863,26,samlevende,ressourceforloeb,110000,77000,1,3,44,407347
SYN42000864,20,samlevende,foertidspension,208000,128960,1,0,50,320235
SYN42000865,30,samlevende,ressourceforloeb,110000,77000,1,1,40,72963
SYN42000866,29,enlig,foertidspension,245000,151900,0,0,41,-10000
SYN42000867,29,enlig,ressourceforloeb,145000,101500,1,5,41,87739
SYN42000868,20,enlig,foertidspension,245000,151900,1,0,50,316786
SYN42000869,21,enlig,ressourceforloeb,145000,101500,0,3,49,192950
SYN42000870,28,enlig,ressourceforloeb,145000,101500,0,4,42,419391
SYN42000871,18,enlig,ressourceforloeb,145000,101500,1,2,52,139601
SYN42000872,30,enlig,ressourceforloeb,145000,101500,0,1,40,171132
SYN42000873,24,enlig,ressourceforloeb,145000,101500,1,3,46,184914
SYN42000874,28,enlig,foertidspension,245000,151900,1,0,42,253459
SYN42000875,29,enlig,ressourceforloeb,145000,101500,1,2,41,-72477
SYN42000876,24,samlevende,ressourceforloeb,110000,77000,0,5,46,4655
SYN42000877,23,samlevende,foertidspension,208000,128960,1,0,47,228688
SYN42000878,27,enlig,ressourceforloeb,145000,101500,0,2,43,223128
SYN42000879,26,samlevende,ressourceforloeb,110000,77000,1,3,44,105150
SYN42000880,24,samlevende,foertidspension,208000,128960,0,0,46,-10000
SYN42000881,27,enlig,foertidspension,245000,151900,1,0,43,123175
SYN42000882,30,enlig,foertidspension,245000,151900,1,0,40,272470
SYN42000883,25,enlig,ressourceforloeb,145000,101500,0,5,45,325030
SYN42000884,21,enlig,foertidspension,245000,151900,0,0,49,-10000
SYN42000885,24,samlevende,ressourceforloeb,110000,77000,1,5,46,179679
SYN42000886,24,samlevende,foertidspension,208000,128960,0,0,46,-10000
SYN42000887,20,enlig,foertidspension,245000,151900,0,0,50,-10000
SYN42000888,21,samlevende,foertidspension,208000,128960,1,0,49,277931
SYN42000889,27,enlig,ressourceforloeb,145000,101500,1,2,43,105624
SYN42000890,23,samlevende,ressourceforloeb,110000,77000,1,1,47,29832
SYN42000891,30,samlevende,foertidspension,208000,128960,0,0,40,-10000
SYN42000892,22,enlig,foertidspension,245000,151900,1,0,48,192637
SYN42000893,20,enlig,foertidspension,245000,151900,1,0,50,301131
SYN42000894,28,samlevende,foertidspension,208000,128960,0,0,42,-10000
SYN42000895,29,samlevende,foertidspension,208000,128960,0,0,41,-10000
SYN42000896,22,enlig,ressourceforloeb,145000,101500,0,1,48,205575
SYN42000897,21,enlig,ressourceforloeb,145000,101500,0,4,49,163944
SYN42000898,21,enlig,ressourceforloeb,145000,101500,1,2,49,293690
SYN42000899,26,samlevende,ressourceforloeb,110000,77000,0,4,44,4883
SYN42000900,25,samlevende,ressourceforloeb,110000,77000,1,1,45,126154
SYN42000901,22,samlevende,foertidspension,208000,128960,0,0,48,-10000
SYN42000902,18,samlevende,foertidspension,208000,128960,0,0,52,-10000
SYN42000903,25,samlevende,foertidspension,208000,128960,0,0,45,-10000
SYN42000904,30,samlevende,ressourceforloeb,110000,77000,1,5,40,-136972
SYN42000905,27,enlig,foertidspension,245000,151900,1,0,43,134016
SYN42000906,25,samlevende,foertidspension,208000,128960,0,0,45,-10000
SYN42000907,20,enlig,foertidspension,245000,151900,0,0,50,-10000
SYN42000908,22,enlig,foertidspension,245000,151900,0,0,48,-10000
SYN42000909,23,samlevende,foertidspension,208000,128960,1,0,47,151201
SYN42000910,28,samlevende,foertidspension,208000,128960,0,0,42,-10000
SYN42000911,29,samlevende,ressourceforloeb,110000,77000,1,4,41,411278
SYN42000912,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42000913,30,enlig,ressourceforloeb,145000,101500,0,3,40,-24183
SYN42000914,30,enlig,ressourceforloeb,145000,101500,1,1,40,389369
SYN42000915,30,enlig,ressourceforloeb,145000,101500,1,4,40,301457
SYN42000916,19,enlig,foertidspension,245000,151900,0,0,51,-10000
SYN42000917,20,enlig,foertidspension,245000,151900,1,0,50,295462
SYN42000918,23,enlig,foertidspension,245000,151900,0,0,47,-10000
SYN42000919,26,samlevende,ressourceforloeb,110000,77000,0,4,44,270955
SYN42000920,19,enlig,ressourceforloeb,145000,101500,0,5,51,101992
SYN42000921,29,enlig,foertidspension,245000,151900,1,0,41,204645
SYN42000922,27,samlevende,ressourceforloeb,110000,77000,1,1,43,-16885
SYN42000923,26,enlig,foertidspension,245000,151900,0,0,44,-10000
SYN42000924,21,samlevende,ressourceforloeb,110000,77000,1,2,49,245029
SYN42000925,22,samlevende,foertidspension,208000,128960,1,0,48,222111
SYN42000926,21,enlig,foertidspension,245000,151900,1,0,49,226888
SYN42000927,29,samlevende,foertidspension,208000,128960,1,0,41,241539
SYN42000928,26,samlevende,ressourceforloeb,110000,77000,1,1,44,150970
SYN42000929,28,samlevende,foertidspension,208000,128960,1,0,42,155901
SYN42000930,23,samlevende,foertidspension,208000,128960,0,0,47,-10000
SYN42000931,24,samlevende,foertidspension,208000,128960,0,0,46,-10000
SYN42000932,24,samlevende,foertidspension,208000,128960,1,0,46,163903
SYN42000933,28,enlig,ressourceforloeb,145000,101500,0,2,42,186198
SYN42000934,28,samlevende,ressourceforloeb,110000,77000,1,5,42,240516
SYN42000935,21,samlevende,ressourceforloeb,110000,77000,0,4,49,87997
SYN42000936,30,samlevende,ressourceforloeb,110000,77000,1,4,40,326925
SYN42000937,20,samlevende,foertidspension,208000,128960,0,0,50,-10000
SYN42000938,30,enlig,ressourceforloeb,145000,101500,1,4,40,451903
SYN42000939,20,samlevende,ressourceforloeb,110000,77000,0,5,50,39477
SYN42000940,22,samlevende,ressourceforloeb,110000,77000,0,4,48,241645
SYN42000941,29,enlig,ressourceforloeb,145000,101500,1,3,41,133897
SYN42000942,21,enlig,ressourceforloeb,145000,101500,1,1,49,291500
SYN42000943,24,enlig,foertidspension,245000,151900,1,0,46,312438
SYN42000944,25,enlig,ressourceforloeb,145000,101500,1,4,45,407235
SYN42000945,22,samlevende,foertidspension,208000,128960,0,0,48,-10000
SYN42000946,28,enlig,ressourceforloeb,145000,101500,1,4,42,253615
SYN42000947,29,enlig,ressourceforloeb,145000,101500,0,3,41,330403
SYN42000948,29,samlevende,foertidspension,208000,128960,1,0,41,293089
SYN42000949,23,samlevende,ressourceforloeb,110000,77000,0,1,47,-47750
SYN42000950,26,samlevende,ressourceforloeb,110000,77000,0,1,44,65977
SYN42000951,22,samlevende,foertidspension,208000,128960,1,0,48,207215
SYN42000952,22,samlevende,foertidspension,208000,128960,1,0,48,159919
SYN42000953,21,samlevende,foertidspension,208000,128960,0,0,49,-10000
SYN42000954,30,samlevende,ressourceforloeb,110000,77000,1,2,40,304127
SYN42000955,29,enlig,foertidspension,245000,151900,1,0,41,217725
SYN42000956,28,samlevende,foertidspension,208000,128960,0,0,42,-10000
SYN42000957,26,enlig,foertidspension,245000,151900,1,0,44,317349
SYN42000958,25,enlig,ressourceforloeb,145000,101500,0,3,45,366882
SYN42000959,26,enlig,ressourceforloeb,145000,101500,0,2,44,208643
SYN42000960,26,samlevende,ressourceforloeb,110000,77000,1,4,44,382471
SYN42000961,25,samlevende,ressourceforloeb,110000,77000,0,4,45,54605
SYN42000962,20,enlig,foertidspension,245000,151900,0,0,50,-10000
SYN42000963,20,samlevende,ressourceforloeb,110000,77000,1,3,50,380469
SYN42000964,30,enlig,ressourceforloeb,145000,101500,0,5,40,177994
SYN42000965,25,samlevende,ressourceforloeb,110000,77000,1,5,45,57734
SYN42000966,30,samlevende,ressourceforloeb,110000,77000,1,4,40,125403
SYN42000967,21,samlevende,ressourceforloeb,110000,77000,0,4,49,245689
SYN42000968,26,samlevende,ressourceforloeb,110000,77000,1,1,44,137740
SYN42000969,21,enlig,ressourceforloeb,145000,101500,0,5,49,233625
SYN42000970,22,enlig,foertidspension,245000,151900,1,0,48,261959
SYN42000971,18,samlevende,ressourceforloeb,110000,77000,0,5,52,-8284
SYN42000972,20,samlevende,foertidspension,208000,128960,1,0,50,262608
SYN42000973,30,enlig,ressourceforloeb,145000,101500,0,2,40,-163404
SYN42000974,23,enlig,ressourceforloeb,145000,101500,1,1,47,270553
SYN42000975,27,enlig,ressourceforloeb,145000,101500,0,4,43,69255
SYN42000976,25,enlig,ressourceforloeb,145000,101500,0,3,45,24616
SYN42000977,24,enlig,ressourceforloeb,145000,101500,1,1,46,358095
SYN42000978,26,enlig,ressourceforloeb,145000,101500,1,2,44,-151847
SYN42000979,21,samlevende,foertidspension,208000,128960,1,0,49,171738
SYN42000980,30,enlig,ressourceforloeb,145000,101500,0,2,40,-25613
SYN42000981,29,enlig,ressourceforloeb,145000,101500,0,2,41,376102
SYN42000982,28,enlig,foertidspension,245000,151900,0,0,42,-10000
SYN42000983,25,enlig,ressourceforloeb,145000,101500,0,4,45,264675
SYN42000984,20,samlevende,ressourceforloeb,110000,77000,1,2,50,336111
SYN42000985,30,enlig,ressourceforloeb,145000,101500,1,5,40,413829
SYN42000986,23,samlevende,ressourceforloeb,110000,77000,1,3,47,1315
SYN42000987,19,samlevende,ressourceforloeb,110000,77000,0,1,51,185575
SYN42000988,23,enlig,foertidspension,245000,151900,0,0,47,-10000
SYN42000989,29,samlevende,foertidspension,208000,128960,1,0,41,140839
SYN42000990,27,samlevende,foertidspension,208000,128960,0,0,43,-10000
SYN42000991,28,enlig,ressourceforloeb,145000,101500,1,1,42,95852
SYN42000992,29,enlig,ressourceforloeb,145000,101500,0,4,41,283767
SYN42000993,21,samlevende,ressourceforloeb,110000,77000,0,3,49,-49250
SYN42000994,30,samlevende,ressourceforloeb,110000,77000,1,2,40,339469
SYN42000995,25,enlig,ressourceforloeb,145000,101500,0,3,45,276683
SYN42000996,27,samlevende,ressourceforloeb,110000,77000,1,1,43,360697
SYN42000997,18,enlig,ressourceforloeb,145000,101500,0,2,52,111895
SYN42000998,30,samlevende,ressourceforloeb,110000,77000,0,2,40,170283
SYN42000999,22,enlig,ressourceforloeb,145000,101500,0,3,48,72329
SYN42001000,19,enlig,foertidspension,245000,151900,0,0,51,-10000
SYN42001001,25,samlevende,ressourceforloeb,110000,77000,1,5,45,178627
SYN42001002,20,samlevende,foertidspension,208000,128960,0,0,50,-10000
SYN42001003,20,samlevende,ressourceforloeb,110000,77000,1,2,50,226289
SYN42001004,27,enlig,foertidspension,245000,151900,1,0,43,196834
SYN42001005,24,enlig,ressourceforloeb,145000,101500,0,3,46,144495
SYN42001006,30,samlevende,ressourceforloeb,110000,77000,0,3,40,173081
SYN42001007,23,samlevende,ressourceforloeb,110000,77000,0,5,47,-44544
SYN42001008,28,enlig,ressourceforloeb,145000,101500,1,5,42,198943
SYN42001009,25,samlevende,foertidspension,208000,128960,1,0,45,108844
SYN42001010,27,enlig,ressourceforloeb,145000,101500,0,1,43,-75538
SYN42001011,26,enlig,ressourceforloeb,145000,101500,1,1,44,74879
SYN42001012,25,enlig,foertidspension,245000,151900,1,0,45,348689
SYN42001013,30,enlig,ressourceforloeb,145000,101500,0,5,40,59328
SYN42001014,23,enlig,foertidspension,245000,151900,0,0,47,-10000
SYN42001015,21,samlevende,foertidspension,208000,128960,1,0,49,82697
SYN42001016,27,enlig,ressourceforloeb,145000,101500,0,4,43,198189
SYN42001017,29,enlig,ressourceforloeb,145000,101500,0,3,41,130041
SYN42001018,18,enlig,ressourceforloeb,145000,101500,0,5,52,277774
SYN42001019,25,enlig,foertidspension,245000,151900,1,0,45,180224
SYN42001020,30,enlig,ressourceforloeb,145000,101500,0,4,40,404682
SYN42001021,28,samlevende,ressourceforloeb,110000,77000,0,4,42,204288
SYN42001022,30,enlig,ressourceforloeb,145000,101500,0,1,40,-66873
SYN42001023,26,samlevende,foertidspension,208000,128960,1,0,44,38639
SYN42001024,27,samlevende,foertidspension,208000,128960,0,0,43,-10000
SYN42001025,23,enlig,foertidspension,245000,151900,1,0,47,268200
SYN42001026,30,samlevende,foertidspension,208000,128960,0,0,40,-10000
SYN42001027,24,samlevende,foertidspension,208000,128960,0,0,46,-10000
SYN42001028,28,samlevende,ressourceforloeb,110000,77000,1,2,42,74933
SYN42001029,24,samlevende,foertidspension,208000,128960,1,0,46,238568
SYN42001030,26,samlevende,foertidspension,208000,128960,0,0,44,-10000
SYN42001031,28,samlevende,ressourceforloeb,110000,77000,1,3,42,232666
SYN42001032,25,samlevende,foertidspension,208000,128960,1,0,45,267333
SYN42001033,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42001034,24,samlevende,ressourceforloeb,110000,77000,1,5,46,167339
SYN42001035,27,samlevende,ressourceforloeb,110000,77000,1,4,43,165918
SYN42001036,23,samlevende,ressourceforloeb,110000,77000,0,4,47,196785
SYN42001037,24,enlig,foertidspension,245000,151900,1,0,46,280632
SYN42001038,25,enlig,ressourceforloeb,145000,101500,0,2,45,-107370
SYN42001039,20,enlig,foertidspension,245000,151900,0,0,50,-10000
SYN42001040,19,enlig,ressourceforloeb,145000,101500,1,1,51,43074
SYN42001041,27,enlig,foertidspension,245000,151900,1,0,43,204905
SYN42001042,27,enlig,ressourceforloeb,145000,101500,1,2,43,-15795
SYN42001043,27,enlig,foertidspension,245000,151900,1,0,43,246309
SYN42001044,18,enlig,ressourceforloeb,145000,101500,1,2,52,468065
SYN42001045,23,enlig,ressourceforloeb,145000,101500,0,1,47,81285
SYN42001046,21,samlevende,ressourceforloeb,110000,77000,1,5,49,276233
SYN42001047,28,enlig,ressourceforloeb,145000,101500,1,2,42,214849
SYN42001048,29,enlig,ressourceforloeb,145000,101500,1,1,41,-52291
SYN42001049,22,enlig,foertidspension,245000,151900,1,0,48,183596
SYN42001050,27,enlig,foertidspension,245000,151900,0,0,43,-10000
SYN42001051,20,enlig,foertidspension,245000,151900,0,0,50,-10000
SYN42001052,22,samlevende,foertidspension,208000,128960,0,0,48,-10000
SYN42001053,20,samlevende,ressourceforloeb,110000,77000,0,2,50,109404
SYN42001054,23,enlig,foertidspension,245000,151900,1,0,47,163485
SYN42001055,27,samlevende,foertidspension,208000,128960,1,0,43,170545
SYN42001056,30,enlig,ressourceforloeb,145000,101500,0,1,40,-50498
SYN42001057,21,enlig,foertidspension,245000,151900,0,0,49,-10000
SYN42001058,26,enlig,ressourceforloeb,145000,101500,1,2,44,510288
SYN42001059,28,enlig,foertidspension,245000,151900,0,0,42,-10000
SYN42001060,30,samlevende,foertidspension,208000,128960,1,0,40,176664
SYN42001061,27,samlevende,foertidspension,208000,128960,0,0,43,-10000
SYN42001062,22,samlevende,ressourceforloeb,110000,77000,0,3,48,85222
SYN42001063,27,enlig,foertidspension,245000,151900,0,0,43,-10000
SYN42001064,23,samlevende,ressourceforloeb,110000,77000,1,2,47,399724
SYN42001065,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42001066,24,enlig,ressourceforloeb,145000,101500,1,4,46,472291
SYN42001067,27,enlig,foertidspension,245000,151900,0,0,43,-10000
SYN42001068,18,samlevende,foertidspension,208000,128960,0,0,52,-10000
SYN42001069,24,samlevende,ressourceforloeb,110000,77000,1,3,46,372508
SYN42001070,29,enlig,ressourceforloeb,145000,101500,0,3,41,140278
SYN42001071,27,samlevende,foertidspension,208000,128960,0,0,43,-10000
SYN42001072,25,samlevende,ressourceforloeb,110000,77000,1,3,45,127258
SYN42001073,30,samlevende,ressourceforloeb,110000,77000,1,1,40,122131
SYN42001074,29,enlig,ressourceforloeb,145000,101500,0,5,41,198501
SYN42001075,23,samlevende,ressourceforloeb,110000,77000,0,3,47,106197
SYN42001076,26,samlevende,foertidspension,208000,128960,1,0,44,21493
SYN42001077,25,samlevende,foertidspension,208000,128960,1,0,45,158213
SYN42001078,27,enlig,ressourceforloeb,145000,101500,1,5,43,172915
SYN42001079,23,samlevende,ressourceforloeb,110000,77000,1,4,47,355218
SYN42001080,22,enlig,ressourceforloeb,145000,101500,1,2,48,350857
SYN42001081,30,samlevende,ressourceforloeb,110000,77000,0,5,40,37151
SYN42001082,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42001083,29,enlig,ressourceforloeb,145000,101500,1,2,41,393542
SYN42001084,30,enlig,foertidspension,245000,151900,1,0,40,200663
SYN42001085,28,enlig,foertidspension,245000,151900,1,0,42,263043
SYN42001086,28,enlig,foertidspension,245000,151900,1,0,42,223584
SYN42001087,28,enlig,foertidspension,245000,151900,0,0,42,-10000
SYN42001088,25,enlig,ressourceforloeb,145000,101500,1,4,45,357232
SYN42001089,25,enlig,ressourceforloeb,145000,101500,1,2,45,319182
SYN42001090,22,samlevende,ressourceforloeb,110000,77000,0,1,48,-11208
SYN42001091,27,samlevende,foertidspension,208000,128960,1,0,43,104769
SYN42001092,23,samlevende,foertidspension,208000,128960,1,0,47,189116
SYN42001093,22,enlig,ressourceforloeb,145000,101500,0,1,48,64159
SYN42001094,26,enlig,ressourceforloeb,145000,101500,1,1,44,435211
SYN42001095,24,samlevende,ressourceforloeb,110000,77000,1,3,46,60836
SYN42001096,22,enlig,foertidspension,245000,151900,1,0,48,137556
SYN42001097,29,enlig,foertidspension,245000,151900,0,0,41,-10000
SYN42001098,29,samlevende,foertidspension,208000,128960,1,0,41,283389
SYN42001099,21,samlevende,foertidspension,208000,128960,1,0,49,138860
SYN42001100,18,enlig,ressourceforloeb,145000,101500,1,2,52,440692
SYN42001101,23,samlevende,foertidspension,208000,128960,0,0,47,-10000
SYN42001102,29,enlig,foertidspension,245000,151900,1,0,41,117365
SYN42001103,29,samlevende,ressourceforloeb,110000,77000,1,2,41,152520
SYN42001104,20,enlig,foertidspension,245000,151900,1,0,50,95221
SYN42001105,28,enlig,ressourceforloeb,145000,101500,1,5,42,185672
SYN42001106,20,samlevende,foertidspension,208000,128960,0,0,50,-10000
SYN42001107,24,enlig,foertidspension,245000,151900,1,0,46,160643
SYN42001108,30,samlevende,foertidspension,208000,128960,0,0,40,-10000
SYN42001109,21,enlig,foertidspension,245000,151900,1,0,49,398750
SYN42001110,21,samlevende,ressourceforloeb,110000,77000,0,1,49,-167322
SYN42001111,24,samlevende,foertidspension,208000,128960,1,0,46,274078
SYN42001112,27,enlig,foertidspension,245000,151900,0,0,43,-10000
SYN42001113,30,samlevende,foertidspension,208000,128960,1,0,40,199778
SYN42001114,30,enlig,foertidspension,245000,151900,1,0,40,158093
SYN42001115,19,enlig,ressourceforloeb,145000,101500,0,1,51,-246168
SYN42001116,20,enlig,foertidspension,245000,151900,0,0,50,-10000
SYN42001117,29,samlevende,foertidspension,208000,128960,1,0,41,151028
SYN42001118,22,samlevende,ressourceforloeb,110000,77000,1,4,48,106777
SYN42001119,29,samlevende,ressourceforloeb,110000,77000,0,2,41,31034
SYN42001120,27,samlevende,foertidspension,208000,128960,0,0,43,-10000
SYN42001121,20,samlevende,foertidspension,208000,128960,0,0,50,-10000
SYN42001122,29,enlig,foertidspension,245000,151900,1,0,41,243947
SYN42001123,21,samlevende,ressourceforloeb,110000,77000,1,2,49,139527
SYN42001124,24,samlevende,foertidspension,208000,128960,0,0,46,-10000
SYN42001125,26,enlig,ressourceforloeb,145000,101500,1,1,44,-41071
SYN42001126,25,samlevende,foertidspension,208000,128960,1,0,45,147555
SYN42001127,27,enlig,ressourceforloeb,145000,101500,1,5,43,767104
SYN42001128,27,enlig,foertidspension,245000,151900,0,0,43,-10000
SYN42001129,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42001130,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42001131,26,enlig,foertidspension,245000,151900,0,0,44,-10000
SYN42001132,19,samlevende,ressourceforloeb,110000,77000,0,4,51,78022
SYN42001133,28,samlevende,foertidspension,208000,128960,0,0,42,-10000
SYN42001134,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42001135,23,enlig,ressourceforloeb,145000,101500,1,3,47,283131
SYN42001136,25,enlig,foertidspension,245000,151900,0,0,45,-10000
SYN42001137,24,enlig,foertidspension,245000,151900,1,0,46,282617
SYN42001138,19,samlevende,foertidspension,208000,128960,0,0,51,-10000
SYN42001139,27,enlig,foertidspension,245000,151900,1,0,43,236870
SYN42001140,23,samlevende,ressourceforloeb,110000,77000,0,2,47,102360
SYN42001141,28,samlevende,foertidspension,208000,128960,1,0,42,144134
SYN42001142,29,samlevende,ressourceforloeb,110000,77000,1,1,41,382485
SYN42001143,29,samlevende,ressourceforloeb,110000,77000,0,3,41,49353
SYN42001144,24,enlig,ressourceforloeb,145000,101500,1,5,46,618567
SYN42001145,23,samlevende,ressourceforloeb,110000,77000,0,4,47,273181
SYN42001146,28,samlevende,ressourceforloeb,110000,77000,1,2,42,37667
SYN42001147,29,samlevende,foertidspension,208000,128960,0,0,41,-10000
